UF;Município;DSVACINAmn;Distribuída aos Municípios
AL;São Luís Do Quitunde;PFIZER/BIONTECH;9786
AL;São Miguel Dos Campos;BUTANTAN/SINOVAC;9060
AL;São Miguel Dos Campos;FIOCRUZ/ASTRAZENECA;23395
AL;São Miguel Dos Campos;JANSSEN (JOHNSON & JOHNSON);3555
AL;São Miguel Dos Campos;PFIZER/BIONTECH;48624
AL;São Miguel Dos Milagres;BUTANTAN/SINOVAC;3318
AL;São Miguel Dos Milagres;FIOCRUZ/ASTRAZENECA;2950
AL;São Miguel Dos Milagres;JANSSEN (JOHNSON & JOHNSON);120
AL;São Miguel Dos Milagres;PFIZER/BIONTECH;4944
AL;São Sebastião;BUTANTAN/SINOVAC;19992
AL;São Sebastião;FIOCRUZ/ASTRAZENECA;20360
AL;São Sebastião;JANSSEN (JOHNSON & JOHNSON);495
AL;São Sebastião;PFIZER/BIONTECH;7500
AL;Satuba;BUTANTAN/SINOVAC;9720
AL;Satuba;FIOCRUZ/ASTRAZENECA;10020
AL;Satuba;JANSSEN (JOHNSON & JOHNSON);205
AL;Satuba;PFIZER/BIONTECH;3378
AL;Senador Rui Palmeira;BUTANTAN/SINOVAC;6448
AL;Senador Rui Palmeira;FIOCRUZ/ASTRAZENECA;8750
AL;Senador Rui Palmeira;JANSSEN (JOHNSON & JOHNSON);145
AL;Senador Rui Palmeira;PFIZER/BIONTECH;1962
AL;Tanque D'Arca;BUTANTAN/SINOVAC;2046
AL;Tanque D'Arca;FIOCRUZ/ASTRAZENECA;3960
AL;Tanque D'Arca;JANSSEN (JOHNSON & JOHNSON);345
AL;Tanque D'Arca;PFIZER/BIONTECH;3726
AL;Taquarana;BUTANTAN/SINOVAC;11936
AL;Taquarana;FIOCRUZ/ASTRAZENECA;13310
AL;Taquarana;JANSSEN (JOHNSON & JOHNSON);280
AL;Taquarana;PFIZER/BIONTECH;5730
AL;Teotônio Vilela;BUTANTAN/SINOVAC;10706
AL;Teotônio Vilela;FIOCRUZ/ASTRAZENECA;23455
AL;Teotônio Vilela;JANSSEN (JOHNSON & JOHNSON);595
AL;Teotônio Vilela;PFIZER/BIONTECH;24906
AL;Traipu;BUTANTAN/SINOVAC;9006
AL;Traipu;FIOCRUZ/ASTRAZENECA;15310
AL;Traipu;JANSSEN (JOHNSON & JOHNSON);400
AL;Traipu;PFIZER/BIONTECH;9648
AL;União Dos Palmares;BUTANTAN/SINOVAC;11604
AL;União Dos Palmares;FIOCRUZ/ASTRAZENECA;27595
AL;União Dos Palmares;JANSSEN (JOHNSON & JOHNSON);940
AL;União Dos Palmares;PFIZER/BIONTECH;46818
AL;Viçosa;BUTANTAN/SINOVAC;6990
AL;Viçosa;FIOCRUZ/ASTRAZENECA;14425
AL;Viçosa;JANSSEN (JOHNSON & JOHNSON);445
AL;Viçosa;PFIZER/BIONTECH;20274
AM;Alvarães;BUTANTAN/SINOVAC;8450
AM;Alvarães;FIOCRUZ/ASTRAZENECA;8700
AM;Alvarães;JANSSEN (JOHNSON & JOHNSON);170
AM;Alvarães;PFIZER/BIONTECH;4026
AM;Amaturá;BUTANTAN/SINOVAC;7096
AM;Amaturá;FIOCRUZ/ASTRAZENECA;4925
AM;Amaturá;JANSSEN (JOHNSON & JOHNSON);140
AM;Amaturá;PFIZER/BIONTECH;2208
AM;Anamã;BUTANTAN/SINOVAC;2660
AM;Anamã;FIOCRUZ/ASTRAZENECA;8795
AM;Anamã;JANSSEN (JOHNSON & JOHNSON);460
AM;Anamã;PFIZER/BIONTECH;2586
AM;Anori;BUTANTAN/SINOVAC;3242
AM;Anori;FIOCRUZ/ASTRAZENECA;15210
AM;Anori;JANSSEN (JOHNSON & JOHNSON);450
AM;Anori;PFIZER/BIONTECH;2664
AM;Apuí;BUTANTAN/SINOVAC;4181
AM;Apuí;FIOCRUZ/ASTRAZENECA;15330
AM;Apuí;JANSSEN (JOHNSON & JOHNSON);350
AM;Apuí;PFIZER/BIONTECH;3276
AM;Atalaia Do Norte;BUTANTAN/SINOVAC;10170
AM;Atalaia Do Norte;FIOCRUZ/ASTRAZENECA;7985
AM;Atalaia Do Norte;JANSSEN (JOHNSON & JOHNSON);1400
AM;Atalaia Do Norte;PFIZER/BIONTECH;2250
AM;Autazes;BUTANTAN/SINOVAC;17050
AM;Autazes;FIOCRUZ/ASTRAZENECA;21815
AM;Autazes;JANSSEN (JOHNSON & JOHNSON);390
AM;Autazes;PFIZER/BIONTECH;14430
AM;Barcelos;BUTANTAN/SINOVAC;11150
AM;Barcelos;FIOCRUZ/ASTRAZENECA;11810
AM;Barcelos;JANSSEN (JOHNSON & JOHNSON);270
AM;Barcelos;PFIZER/BIONTECH;3540
AM;Barreirinha;BUTANTAN/SINOVAC;11329
AM;Barreirinha;FIOCRUZ/ASTRAZENECA;30785
AM;Barreirinha;JANSSEN (JOHNSON & JOHNSON);1180
AM;Barreirinha;PFIZER/BIONTECH;7590
AM;Benjamin Constant;BUTANTAN/SINOVAC;21875
AM;Benjamin Constant;FIOCRUZ/ASTRAZENECA;24270
AM;Benjamin Constant;JANSSEN (JOHNSON & JOHNSON);1000
AM;Benjamin Constant;PFIZER/BIONTECH;12486
AM;Beruri;BUTANTAN/SINOVAC;4809
AM;Beruri;FIOCRUZ/ASTRAZENECA;11690
AM;Beruri;JANSSEN (JOHNSON & JOHNSON);500
AM;Beruri;PFIZER/BIONTECH;3684
AM;Boa Vista Do Ramos;BUTANTAN/SINOVAC;2994
AM;Boa Vista Do Ramos;FIOCRUZ/ASTRAZENECA;17515
AM;Boa Vista Do Ramos;PFIZER/BIONTECH;3948
AM;Boca Do Acre;BUTANTAN/SINOVAC;14255
AM;Boca Do Acre;FIOCRUZ/ASTRAZENECA;22395
AM;Boca Do Acre;JANSSEN (JOHNSON & JOHNSON);800
AM;Boca Do Acre;PFIZER/BIONTECH;4272
AM;Borba;BUTANTAN/SINOVAC;17640
AM;Borba;FIOCRUZ/ASTRAZENECA;20170
AM;Borba;JANSSEN (JOHNSON & JOHNSON);460
AM;Borba;PFIZER/BIONTECH;12942
AM;Caapiranga;BUTANTAN/SINOVAC;2053
AM;Caapiranga;FIOCRUZ/ASTRAZENECA;9135
AM;Caapiranga;JANSSEN (JOHNSON & JOHNSON);430
AM;Caapiranga;PFIZER/BIONTECH;2604
AM;Canutama;BUTANTAN/SINOVAC;3820
AM;Canutama;FIOCRUZ/ASTRAZENECA;10065
AM;Canutama;JANSSEN (JOHNSON & JOHNSON);510
AM;Canutama;PFIZER/BIONTECH;2370
AM;Carauari;BUTANTAN/SINOVAC;32420
AM;Carauari;FIOCRUZ/ASTRAZENECA;16960
AM;Carauari;JANSSEN (JOHNSON & JOHNSON);120
AM;Carauari;PFIZER/BIONTECH;8370
AM;Careiro;BUTANTAN/SINOVAC;13037
AM;Careiro;FIOCRUZ/ASTRAZENECA;30760
AM;Careiro;JANSSEN (JOHNSON & JOHNSON);1680
AM;Careiro;PFIZER/BIONTECH;9756
AM;Careiro Da Várzea;BUTANTAN/SINOVAC;6017
AM;Careiro Da Várzea;FIOCRUZ/ASTRAZENECA;21840
AM;Careiro Da Várzea;JANSSEN (JOHNSON & JOHNSON);1020
AM;Careiro Da Várzea;PFIZER/BIONTECH;5058
AM;Coari;BUTANTAN/SINOVAC;18690
AM;Coari;FIOCRUZ/ASTRAZENECA;53980
AM;Coari;JANSSEN (JOHNSON & JOHNSON);1940
AM;Coari;PFIZER/BIONTECH;11778
AM;Codajás;BUTANTAN/SINOVAC;5694
AM;Codajás;FIOCRUZ/ASTRAZENECA;18605
AM;Codajás;JANSSEN (JOHNSON & JOHNSON);260
AM;Codajás;PFIZER/BIONTECH;5820
AM;Eirunepé;BUTANTAN/SINOVAC;22447
AM;Eirunepé;FIOCRUZ/ASTRAZENECA;18910
AM;Eirunepé;JANSSEN (JOHNSON & JOHNSON);420
AM;Eirunepé;PFIZER/BIONTECH;7890
AM;Envira;BUTANTAN/SINOVAC;11989
AM;Envira;FIOCRUZ/ASTRAZENECA;10250
AM;Envira;JANSSEN (JOHNSON & JOHNSON);400
AM;Envira;PFIZER/BIONTECH;4452
AM;Fonte Boa;BUTANTAN/SINOVAC;16379
AM;Fonte Boa;FIOCRUZ/ASTRAZENECA;10915
AM;Fonte Boa;JANSSEN (JOHNSON & JOHNSON);110
AM;Fonte Boa;PFIZER/BIONTECH;5298
AM;Guajará;BUTANTAN/SINOVAC;5907
AM;Guajará;FIOCRUZ/ASTRAZENECA;7795
AM;Guajará;JANSSEN (JOHNSON & JOHNSON);150
AM;Guajará;PFIZER/BIONTECH;3720
AM;Humaitá;BUTANTAN/SINOVAC;43827
AM;Humaitá;FIOCRUZ/ASTRAZENECA;34145
AM;Humaitá;JANSSEN (JOHNSON & JOHNSON);540
AM;Humaitá;PFIZER/BIONTECH;14148
AM;Ipixuna;BUTANTAN/SINOVAC;13274
AM;Ipixuna;FIOCRUZ/ASTRAZENECA;12405
AM;Ipixuna;JANSSEN (JOHNSON & JOHNSON);200
AM;Ipixuna;PFIZER/BIONTECH;4896
AM;Iranduba;BUTANTAN/SINOVAC;8274
AM;Iranduba;FIOCRUZ/ASTRAZENECA;62905
AM;Iranduba;JANSSEN (JOHNSON & JOHNSON);3900
AM;Iranduba;PFIZER/BIONTECH;23304
AM;Itacoatiara;BUTANTAN/SINOVAC;24926
AM;Itacoatiara;FIOCRUZ/ASTRAZENECA;93525
AM;Itacoatiara;JANSSEN (JOHNSON & JOHNSON);2930
AM;Itacoatiara;PFIZER/BIONTECH;29412
AM;Itamarati;BUTANTAN/SINOVAC;3141
AM;Itamarati;FIOCRUZ/ASTRAZENECA;7795
AM;Itamarati;JANSSEN (JOHNSON & JOHNSON);260
AM;Itamarati;PFIZER/BIONTECH;3342
AM;Itapiranga;BUTANTAN/SINOVAC;2151
AM;Itapiranga;FIOCRUZ/ASTRAZENECA;9985
AM;Itapiranga;JANSSEN (JOHNSON & JOHNSON);350
AM;Itapiranga;PFIZER/BIONTECH;2988
AM;Japurá;BUTANTAN/SINOVAC;2154
AM;Japurá;FIOCRUZ/ASTRAZENECA;4820
AM;Japurá;JANSSEN (JOHNSON & JOHNSON);100
AM;Japurá;PFIZER/BIONTECH;1590
AM;Juruá;BUTANTAN/SINOVAC;10785
AM;Juruá;FIOCRUZ/ASTRAZENECA;8400
AM;Juruá;JANSSEN (JOHNSON & JOHNSON);200
AM;Juruá;PFIZER/BIONTECH;3174
AM;Jutaí;BUTANTAN/SINOVAC;10842
AM;Jutaí;FIOCRUZ/ASTRAZENECA;10600
AM;Jutaí;JANSSEN (JOHNSON & JOHNSON);1060
AM;Jutaí;PFIZER/BIONTECH;5298
AM;Lábrea;BUTANTAN/SINOVAC;12231
AM;Lábrea;FIOCRUZ/ASTRAZENECA;27835
AM;Lábrea;JANSSEN (JOHNSON & JOHNSON);930
AM;Lábrea;PFIZER/BIONTECH;14694
AM;Manacapuru;BUTANTAN/SINOVAC;15964
AM;Manacapuru;FIOCRUZ/ASTRAZENECA;78205
AM;Manacapuru;JANSSEN (JOHNSON & JOHNSON);780
AM;Manacapuru;PFIZER/BIONTECH;27888
AM;Manaquiri;BUTANTAN/SINOVAC;5249
AM;Manaquiri;FIOCRUZ/ASTRAZENECA;16050
AM;Manaquiri;JANSSEN (JOHNSON & JOHNSON);830
AM;Manaquiri;PFIZER/BIONTECH;3810
AM;Manaus;BUTANTAN/SINOVAC;686052
AM;Manaus;FIOCRUZ/ASTRAZENECA;1247465
AM;Manaus;JANSSEN (JOHNSON & JOHNSON);36800
AM;Manaus;PFIZER/BIONTECH;1348956
AM;Manicoré;BUTANTAN/SINOVAC;12175
AM;Manicoré;FIOCRUZ/ASTRAZENECA;41445
AM;Manicoré;JANSSEN (JOHNSON & JOHNSON);400
AM;Manicoré;PFIZER/BIONTECH;12450
AM;Maraã;BUTANTAN/SINOVAC;6226
AM;Maraã;FIOCRUZ/ASTRAZENECA;6925
AM;Maraã;JANSSEN (JOHNSON & JOHNSON);90
AM;Maraã;PFIZER/BIONTECH;3750
AM;Maués;BUTANTAN/SINOVAC;15434
AM;Maués;FIOCRUZ/ASTRAZENECA;42095
AM;Maués;JANSSEN (JOHNSON & JOHNSON);650
AM;Maués;PFIZER/BIONTECH;15858
AM;Nhamundá;BUTANTAN/SINOVAC;4848
AM;Nhamundá;FIOCRUZ/ASTRAZENECA;22525
AM;Nhamundá;JANSSEN (JOHNSON & JOHNSON);1230
AM;Nhamundá;PFIZER/BIONTECH;6546
AM;Nova Olinda Do Norte;BUTANTAN/SINOVAC;7194
AM;Nova Olinda Do Norte;FIOCRUZ/ASTRAZENECA;22765
AM;Nova Olinda Do Norte;JANSSEN (JOHNSON & JOHNSON);640
AM;Nova Olinda Do Norte;PFIZER/BIONTECH;6804
AM;Novo Airão;BUTANTAN/SINOVAC;5986
AM;Novo Airão;FIOCRUZ/ASTRAZENECA;12740
AM;Novo Airão;JANSSEN (JOHNSON & JOHNSON);490
AM;Novo Airão;PFIZER/BIONTECH;3438
AM;Novo Aripuanã;BUTANTAN/SINOVAC;6258
AM;Novo Aripuanã;FIOCRUZ/ASTRAZENECA;14055
AM;Novo Aripuanã;JANSSEN (JOHNSON & JOHNSON);60
AM;Novo Aripuanã;PFIZER/BIONTECH;5640
AM;Parintins;BUTANTAN/SINOVAC;28860
AM;Parintins;FIOCRUZ/ASTRAZENECA;95555
AM;Parintins;JANSSEN (JOHNSON & JOHNSON);1080
AM;Parintins;PFIZER/BIONTECH;53058
AM;Pauini;BUTANTAN/SINOVAC;6243
AM;Pauini;FIOCRUZ/ASTRAZENECA;10670
AM;Pauini;JANSSEN (JOHNSON & JOHNSON);630
AM;Pauini;PFIZER/BIONTECH;2586
AM;Presidente Figueiredo;BUTANTAN/SINOVAC;6784
AM;Presidente Figueiredo;FIOCRUZ/ASTRAZENECA;36105
AM;Presidente Figueiredo;JANSSEN (JOHNSON & JOHNSON);550
AM;Presidente Figueiredo;PFIZER/BIONTECH;8874
AM;Rio Preto Da Eva;BUTANTAN/SINOVAC;12522
AM;Rio Preto Da Eva;FIOCRUZ/ASTRAZENECA;22750
AM;Rio Preto Da Eva;JANSSEN (JOHNSON & JOHNSON);240
AM;Rio Preto Da Eva;PFIZER/BIONTECH;6252
AM;Santa Isabel Do Rio Negro;BUTANTAN/SINOVAC;9333
AM;Santa Isabel Do Rio Negro;FIOCRUZ/ASTRAZENECA;6685
AM;Santa Isabel Do Rio Negro;JANSSEN (JOHNSON & JOHNSON);150
AM;Santa Isabel Do Rio Negro;PFIZER/BIONTECH;3024
AM;Santo Antônio Do Içá;BUTANTAN/SINOVAC;16836
AM;Santo Antônio Do Içá;FIOCRUZ/ASTRAZENECA;10510
AM;Santo Antônio Do Içá;JANSSEN (JOHNSON & JOHNSON);330
AM;Santo Antônio Do Içá;PFIZER/BIONTECH;4668
AM;São Gabriel Da Cachoeira;BUTANTAN/SINOVAC;39075
AM;São Gabriel Da Cachoeira;FIOCRUZ/ASTRAZENECA;43390
AM;São Gabriel Da Cachoeira;JANSSEN (JOHNSON & JOHNSON);840
AM;São Gabriel Da Cachoeira;PFIZER/BIONTECH;11880
AM;São Paulo De Olivença;BUTANTAN/SINOVAC;26355
AM;São Paulo De Olivença;FIOCRUZ/ASTRAZENECA;24205
AM;São Paulo De Olivença;JANSSEN (JOHNSON & JOHNSON);890
AM;São Paulo De Olivença;PFIZER/BIONTECH;8520
AM;São Sebastião Do Uatumã;BUTANTAN/SINOVAC;3379
AM;São Sebastião Do Uatumã;FIOCRUZ/ASTRAZENECA;7505
AM;São Sebastião Do Uatumã;PFIZER/BIONTECH;2886
AM;Silves;BUTANTAN/SINOVAC;2802
AM;Silves;FIOCRUZ/ASTRAZENECA;13565
AM;Silves;PFIZER/BIONTECH;5328
AM;Tabatinga;BUTANTAN/SINOVAC;32170
AM;Tabatinga;FIOCRUZ/ASTRAZENECA;39345
AM;Tabatinga;JANSSEN (JOHNSON & JOHNSON);1900
AM;Tabatinga;PFIZER/BIONTECH;16950
AM;Tapauá;BUTANTAN/SINOVAC;6664
AM;Tapauá;FIOCRUZ/ASTRAZENECA;14360
AM;Tapauá;JANSSEN (JOHNSON & JOHNSON);300
AM;Tapauá;PFIZER/BIONTECH;1980
AM;Tefé;BUTANTAN/SINOVAC;14977
AM;Tefé;FIOCRUZ/ASTRAZENECA;59445
AM;Tefé;JANSSEN (JOHNSON & JOHNSON);750
AM;Tefé;PFIZER/BIONTECH;25452
AM;Tonantins;BUTANTAN/SINOVAC;7769
AM;Tonantins;FIOCRUZ/ASTRAZENECA;10355
AM;Tonantins;JANSSEN (JOHNSON & JOHNSON);560
AM;Tonantins;PFIZER/BIONTECH;4038
AM;Uarini;BUTANTAN/SINOVAC;3769
AM;Uarini;FIOCRUZ/ASTRAZENECA;8275
AM;Uarini;JANSSEN (JOHNSON & JOHNSON);360
AM;Uarini;PFIZER/BIONTECH;3282
AM;Urucará;BUTANTAN/SINOVAC;4193
AM;Urucará;FIOCRUZ/ASTRAZENECA;16650
AM;Urucará;PFIZER/BIONTECH;5064
AM;Urucurituba;BUTANTAN/SINOVAC;12258
AM;Urucurituba;FIOCRUZ/ASTRAZENECA;14255
AM;Urucurituba;JANSSEN (JOHNSON & JOHNSON);140
AM;Urucurituba;PFIZER/BIONTECH;5430
AP;Amapá;BUTANTAN/SINOVAC;3050
AP;Amapá;FIOCRUZ/ASTRAZENECA;4820
AP;Amapá;JANSSEN (JOHNSON & JOHNSON);200
AP;Amapá;PFIZER/BIONTECH;6540
AP;Calçoene;BUTANTAN/SINOVAC;3212
AP;Calçoene;FIOCRUZ/ASTRAZENECA;4290
AP;Calçoene;JANSSEN (JOHNSON & JOHNSON);190
AP;Calçoene;PFIZER/BIONTECH;7542
AP;Cutias;BUTANTAN/SINOVAC;1515
AP;Cutias;FIOCRUZ/ASTRAZENECA;4360
AP;Cutias;JANSSEN (JOHNSON & JOHNSON);85
AP;Cutias;PFIZER/BIONTECH;4746
AP;Ferreira Gomes;BUTANTAN/SINOVAC;2534
AP;Ferreira Gomes;FIOCRUZ/ASTRAZENECA;3450
AP;Ferreira Gomes;JANSSEN (JOHNSON & JOHNSON);150
AP;Ferreira Gomes;PFIZER/BIONTECH;5790
AP;Itaubal;BUTANTAN/SINOVAC;2263
AP;Itaubal;FIOCRUZ/ASTRAZENECA;4440
AP;Itaubal;JANSSEN (JOHNSON & JOHNSON);70
AP;Itaubal;PFIZER/BIONTECH;3282
AP;Laranjal Do Jari;BUTANTAN/SINOVAC;14793
AP;Laranjal Do Jari;FIOCRUZ/ASTRAZENECA;25225
AP;Laranjal Do Jari;JANSSEN (JOHNSON & JOHNSON);770
AP;Laranjal Do Jari;PFIZER/BIONTECH;35748
AP;Macapá;BUTANTAN/SINOVAC;171804
AP;Macapá;FIOCRUZ/ASTRAZENECA;208185
AP;Macapá;JANSSEN (JOHNSON & JOHNSON);11675
AP;Macapá;PFIZER/BIONTECH;395466
AP;Mazagão;BUTANTAN/SINOVAC;6217
AP;Mazagão;FIOCRUZ/ASTRAZENECA;25140
AP;Mazagão;JANSSEN (JOHNSON & JOHNSON);220
AP;Mazagão;PFIZER/BIONTECH;15264
AP;Oiapoque;BUTANTAN/SINOVAC;7032
AP;Oiapoque;FIOCRUZ/ASTRAZENECA;12275
AP;Oiapoque;JANSSEN (JOHNSON & JOHNSON);430
AP;Oiapoque;PFIZER/BIONTECH;15594
AP;Pedra Branca Do Amapari;BUTANTAN/SINOVAC;4840
AP;Pedra Branca Do Amapari;FIOCRUZ/ASTRAZENECA;6540
AP;Pedra Branca Do Amapari;JANSSEN (JOHNSON & JOHNSON);270
AP;Pedra Branca Do Amapari;PFIZER/BIONTECH;11754
AP;Porto Grande;BUTANTAN/SINOVAC;7145
AP;Porto Grande;FIOCRUZ/ASTRAZENECA;8385
AP;Porto Grande;JANSSEN (JOHNSON & JOHNSON);240
AP;Porto Grande;PFIZER/BIONTECH;21348
AP;Pracuúba;BUTANTAN/SINOVAC;1468
AP;Pracuúba;FIOCRUZ/ASTRAZENECA;1570
AP;Pracuúba;JANSSEN (JOHNSON & JOHNSON);90
AP;Pracuúba;PFIZER/BIONTECH;3486
AP;Santana;BUTANTAN/SINOVAC;43108
AP;Santana;FIOCRUZ/ASTRAZENECA;53675
AP;Santana;JANSSEN (JOHNSON & JOHNSON);3715
AP;Santana;PFIZER/BIONTECH;91308
AP;Serra Do Navio;BUTANTAN/SINOVAC;1806
AP;Serra Do Navio;FIOCRUZ/ASTRAZENECA;3460
AP;Serra Do Navio;JANSSEN (JOHNSON & JOHNSON);100
AP;Serra Do Navio;PFIZER/BIONTECH;3966
AP;Tartarugalzinho;BUTANTAN/SINOVAC;4734
AP;Tartarugalzinho;FIOCRUZ/ASTRAZENECA;13370
AP;Tartarugalzinho;JANSSEN (JOHNSON & JOHNSON);175
AP;Tartarugalzinho;PFIZER/BIONTECH;11124
AP;Vitória Do Jari;BUTANTAN/SINOVAC;4412
AP;Vitória Do Jari;FIOCRUZ/ASTRAZENECA;8920
AP;Vitória Do Jari;JANSSEN (JOHNSON & JOHNSON);175
AP;Vitória Do Jari;PFIZER/BIONTECH;11448
BA;Abaíra;BUTANTAN/SINOVAC;3696
BA;Abaíra;FIOCRUZ/ASTRAZENECA;7200
BA;Abaíra;JANSSEN (JOHNSON & JOHNSON);70
BA;Abaíra;PFIZER/BIONTECH;5196
BA;Abaré;BUTANTAN/SINOVAC;7482
BA;Abaré;FIOCRUZ/ASTRAZENECA;8755
BA;Abaré;JANSSEN (JOHNSON & JOHNSON);440
BA;Abaré;PFIZER/BIONTECH;11862
BA;Acajutiba;BUTANTAN/SINOVAC;5654
BA;Acajutiba;FIOCRUZ/ASTRAZENECA;6980
BA;Acajutiba;JANSSEN (JOHNSON & JOHNSON);295
BA;Acajutiba;PFIZER/BIONTECH;9180
BA;Adustina;BUTANTAN/SINOVAC;5986
BA;Adustina;FIOCRUZ/ASTRAZENECA;10760
BA;Adustina;JANSSEN (JOHNSON & JOHNSON);345
BA;Adustina;PFIZER/BIONTECH;9930
BA;Água Fria;BUTANTAN/SINOVAC;7205
BA;Água Fria;FIOCRUZ/ASTRAZENECA;8790
BA;Água Fria;JANSSEN (JOHNSON & JOHNSON);400
BA;Água Fria;PFIZER/BIONTECH;10584
BA;Aiquara;BUTANTAN/SINOVAC;1917
BA;Aiquara;FIOCRUZ/ASTRAZENECA;2500
BA;Aiquara;JANSSEN (JOHNSON & JOHNSON);110
BA;Aiquara;PFIZER/BIONTECH;3342
BA;Alagoinhas;BUTANTAN/SINOVAC;70976
BA;Alagoinhas;FIOCRUZ/ASTRAZENECA;63940
BA;Alagoinhas;JANSSEN (JOHNSON & JOHNSON);3140
BA;Alagoinhas;PFIZER/BIONTECH;119142
BA;Alcobaça;BUTANTAN/SINOVAC;9963
BA;Alcobaça;FIOCRUZ/ASTRAZENECA;15640
BA;Alcobaça;JANSSEN (JOHNSON & JOHNSON);490
BA;Alcobaça;PFIZER/BIONTECH;15366
BA;Almadina;BUTANTAN/SINOVAC;2422
BA;Almadina;FIOCRUZ/ASTRAZENECA;3310
BA;Almadina;JANSSEN (JOHNSON & JOHNSON);60
BA;Almadina;PFIZER/BIONTECH;4212
BA;Amargosa;BUTANTAN/SINOVAC;19769
BA;Amargosa;FIOCRUZ/ASTRAZENECA;18870
BA;Amargosa;JANSSEN (JOHNSON & JOHNSON);755
BA;Amargosa;PFIZER/BIONTECH;24816
BA;Amélia Rodrigues;BUTANTAN/SINOVAC;10990
BA;Amélia Rodrigues;FIOCRUZ/ASTRAZENECA;12750
BA;Amélia Rodrigues;JANSSEN (JOHNSON & JOHNSON);500
BA;Amélia Rodrigues;PFIZER/BIONTECH;16920
BA;América Dourada;BUTANTAN/SINOVAC;4024
BA;América Dourada;FIOCRUZ/ASTRAZENECA;13320
BA;América Dourada;JANSSEN (JOHNSON & JOHNSON);90
BA;América Dourada;PFIZER/BIONTECH;10278
BA;Anagé;BUTANTAN/SINOVAC;12542
BA;Anagé;FIOCRUZ/ASTRAZENECA;12650
BA;Anagé;JANSSEN (JOHNSON & JOHNSON);285
BA;Anagé;PFIZER/BIONTECH;15036
BA;Andaraí;BUTANTAN/SINOVAC;5684
BA;Andaraí;FIOCRUZ/ASTRAZENECA;6270
BA;Andaraí;JANSSEN (JOHNSON & JOHNSON);250
BA;Andaraí;PFIZER/BIONTECH;9300
BA;Andorinha;BUTANTAN/SINOVAC;7152
BA;Andorinha;FIOCRUZ/ASTRAZENECA;8070
BA;Andorinha;JANSSEN (JOHNSON & JOHNSON);300
BA;Andorinha;PFIZER/BIONTECH;10044
BA;Angical;BUTANTAN/SINOVAC;6097
BA;Angical;FIOCRUZ/ASTRAZENECA;7360
BA;Angical;JANSSEN (JOHNSON & JOHNSON);355
BA;Angical;PFIZER/BIONTECH;9186
BA;Anguera;BUTANTAN/SINOVAC;5254
BA;Anguera;FIOCRUZ/ASTRAZENECA;5250
BA;Anguera;JANSSEN (JOHNSON & JOHNSON);235
BA;Anguera;PFIZER/BIONTECH;7026
BA;Antas;BUTANTAN/SINOVAC;5268
BA;Antas;FIOCRUZ/ASTRAZENECA;10560
BA;Antas;JANSSEN (JOHNSON & JOHNSON);415
BA;Antas;PFIZER/BIONTECH;5646
BA;Antônio Cardoso;BUTANTAN/SINOVAC;4642
BA;Antônio Cardoso;FIOCRUZ/ASTRAZENECA;6860
BA;Antônio Cardoso;JANSSEN (JOHNSON & JOHNSON);240
BA;Antônio Cardoso;PFIZER/BIONTECH;8202
BA;Antônio Gonçalves;BUTANTAN/SINOVAC;4754
BA;Antônio Gonçalves;FIOCRUZ/ASTRAZENECA;6680
BA;Antônio Gonçalves;JANSSEN (JOHNSON & JOHNSON);235
BA;Antônio Gonçalves;PFIZER/BIONTECH;6228
BA;Aporá;BUTANTAN/SINOVAC;6616
BA;Aporá;FIOCRUZ/ASTRAZENECA;9380
BA;Aporá;JANSSEN (JOHNSON & JOHNSON);350
BA;Aporá;PFIZER/BIONTECH;11784
BA;Apuarema;BUTANTAN/SINOVAC;2721
BA;Apuarema;FIOCRUZ/ASTRAZENECA;3480
BA;Apuarema;JANSSEN (JOHNSON & JOHNSON);180
BA;Apuarema;PFIZER/BIONTECH;4344
BA;Araçás;BUTANTAN/SINOVAC;5708
BA;Araçás;FIOCRUZ/ASTRAZENECA;6720
BA;Araçás;JANSSEN (JOHNSON & JOHNSON);235
BA;Araçás;PFIZER/BIONTECH;7404
BA;Aracatu;BUTANTAN/SINOVAC;7996
BA;Aracatu;FIOCRUZ/ASTRAZENECA;7580
BA;Aracatu;JANSSEN (JOHNSON & JOHNSON);265
BA;Aracatu;PFIZER/BIONTECH;9708
BA;Araci;BUTANTAN/SINOVAC;18163
BA;Araci;FIOCRUZ/ASTRAZENECA;22880
BA;Araci;JANSSEN (JOHNSON & JOHNSON);600
BA;Araci;PFIZER/BIONTECH;33264
BA;Aramari;BUTANTAN/SINOVAC;4200
BA;Aramari;FIOCRUZ/ASTRAZENECA;7460
BA;Aramari;JANSSEN (JOHNSON & JOHNSON);235
BA;Aramari;PFIZER/BIONTECH;5778
BA;Arataca;BUTANTAN/SINOVAC;3918
BA;Arataca;FIOCRUZ/ASTRAZENECA;5550
BA;Arataca;JANSSEN (JOHNSON & JOHNSON);205
BA;Arataca;PFIZER/BIONTECH;6072
BA;Aratuípe;BUTANTAN/SINOVAC;3700
BA;Aratuípe;FIOCRUZ/ASTRAZENECA;4760
BA;Aratuípe;JANSSEN (JOHNSON & JOHNSON);180
BA;Aratuípe;PFIZER/BIONTECH;6102
BA;Aurelino Leal;BUTANTAN/SINOVAC;5445
BA;Aurelino Leal;FIOCRUZ/ASTRAZENECA;7010
